racename,riderposition,ridername,riderteam
Omloop Nieuwsblad ME,156,SÜTTERLIN Jasha,Team Jayco AlUla
Omloop Nieuwsblad ME,157,MORO Manlio,Movistar Team
Omloop Nieuwsblad ME,500,NABERMAN Tim,Team Picnic PostNL
Omloop Nieuwsblad ME,500,COLMAN Alex,Team Flanders - Baloise
Omloop Nieuwsblad ME,500,MILESI Lorenzo,Movistar Team
Omloop Nieuwsblad ME,500,PETIT Adrien,Intermarché - Wanty
Omloop Nieuwsblad ME,500,VANDEVELDE Yentl,Team Flanders - Baloise
Omloop Nieuwsblad ME,500,PARISINI Nicolò,Q36.5 Pro Cycling Team
Omloop Nieuwsblad ME,500,MAŁECKI Kamil,Q36.5 Pro Cycling Team
Omloop Nieuwsblad ME,500,FRISON Frederik,Q36.5 Pro Cycling Team
Omloop Nieuwsblad ME,500,PICKRELL Riley,Israel - Premier Tech
Omloop Nieuwsblad ME,500,EDDY Patrick,Team Picnic PostNL
Omloop Nieuwsblad ME,500,CIMOLAI Davide,Movistar Team
Omloop Nieuwsblad ME,500,MIHKELS Madis,EF Education - EasyPost
Omloop Nieuwsblad ME,500,GRONDIN Donavan,Arkéa - B&B Hotels
Omloop Nieuwsblad ME,500,VAN SINTMAARTENSDIJK Roel,Intermarché - Wanty
Omloop Nieuwsblad ME,500,MEEUS Jordi,Red Bull - BORA - hansgrohe
Omloop Nieuwsblad ME,500,MULLEN Ryan,Red Bull - BORA - hansgrohe
Omloop Nieuwsblad ME,500,BOIVIN Guillaume,Israel - Premier Tech
Omloop Nieuwsblad ME,501,EDMONDSON Alex,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,1,SCHMID Mauro,Team Jayco AlUla
Cadel Evans Great Ocean Road Race - Men,2,GATE Aaron,XDS Astana Team
Cadel Evans Great Ocean Road Race - Men,3,PITHIE Laurence,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,4,ROMO Javier,Movistar Team
Cadel Evans Great Ocean Road Race - Men,5,BAGIOLI Andrea,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,6,STRONG Corbin,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,7,SHEFFIELD Magnus,INEOS Grenadiers
Cadel Evans Great Ocean Road Race - Men,8,ROCHAS Rémy,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,9,ONLEY Oscar,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,10,FISHER-BLACK Finn,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,11,CHAVES Esteban,EF Education - EasyPost
Cadel Evans Great Ocean Road Race - Men,12,WOODS Michael,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,13,TEUTENBERG Tim Torn,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,14,VAN POPPEL Danny,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,15,ANDRESEN Tobias Lund,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,16,COQUARD Bryan,Cofidis
Cadel Evans Great Ocean Road Race - Men,17,BUSATTO Francesco,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,18,KONRAD Patrick,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,19,TESFATSION Natnael,Movistar Team
Cadel Evans Great Ocean Road Race - Men,20,EENKHOORN Pascal,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,21,CANAL Carlos,Movistar Team
Cadel Evans Great Ocean Road Race - Men,22,ZIMMERMANN Georg,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,23,MULUBRHAN Henok,XDS Astana Team
Cadel Evans Great Ocean Road Race - Men,24,PACHER Quentin,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,25,KWIATKOWSKI Michał,INEOS Grenadiers
Cadel Evans Great Ocean Road Race - Men,26,PORTER Rudy,Australia
Cadel Evans Great Ocean Road Race - Men,27,HARPER Chris,Team Jayco AlUla
Cadel Evans Great Ocean Road Race - Men,28,BENNETT George,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,29,DE POOTER Dries,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,30,ASKEY Lewis,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,31,SMITH Dion,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,32,IZAGIRRE Ion,Cofidis
Cadel Evans Great Ocean Road Race - Men,33,WALKER Max,EF Education - EasyPost
Cadel Evans Great Ocean Road Race - Men,34,O'BRIEN Kelland,Team Jayco AlUla
Cadel Evans Great Ocean Road Race - Men,35,SWIFT Connor,INEOS Grenadiers
Cadel Evans Great Ocean Road Race - Men,36,MOLLEMA Bauke,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,37,HAMILTON Lucas,INEOS Grenadiers
Cadel Evans Great Ocean Road Race - Men,38,DAVY Clément,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,39,MÜHLBERGER Gregor,Movistar Team
Cadel Evans Great Ocean Road Race - Men,40,MARIT Arne,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,41,RENARD Alexis,Cofidis
Cadel Evans Great Ocean Road Race - Men,42,FOX Matthew,Australia
Cadel Evans Great Ocean Road Race - Men,43,PEDERSEN Casper,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,44,WALSH Liam,Australia
Cadel Evans Great Ocean Road Race - Men,45,CÔTÉ Pier-André,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,46,PESCADOR Diego,Movistar Team
Cadel Evans Great Ocean Road Race - Men,47,BLEDDYN Oliver,Australia
Cadel Evans Great Ocean Road Race - Men,48,OURSELIN Paul,Cofidis
Cadel Evans Great Ocean Road Race - Men,49,LEEMREIZE Gijs,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,50,CLARKE Simon,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,51,BYSTRØM Sven Erik,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,52,SWIFT Ben,INEOS Grenadiers
Cadel Evans Great Ocean Road Race - Men,53,CONCI Nicola,XDS Astana Team
Cadel Evans Great Ocean Road Race - Men,54,SCHELLING Ide,XDS Astana Team
Cadel Evans Great Ocean Road Race - Men,55,EDDY Patrick,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,56,NORSGAARD Mathias,Movistar Team
Cadel Evans Great Ocean Road Race - Men,57,MAHOUDO Nolann,Cofidis
Cadel Evans Great Ocean Road Race - Men,58,MOSCA Jacopo,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,59,NERURKAR Lukas,EF Education - EasyPost
Cadel Evans Great Ocean Road Race - Men,60,WATSON Samuel,INEOS Grenadiers
Cadel Evans Great Ocean Road Race - Men,61,HUBY Antoine,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,62,LÓPEZ Juan Pedro,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,63,VAN DEN BERG Julius,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,64,KOERDT Bjorn,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,65,SERRY Pieter,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,66,WILLIAMS Stephen,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,67,STEWART Campbell,Team Jayco AlUla
Cadel Evans Great Ocean Road Race - Men,68,MACKELLAR Alastair,EF Education - EasyPost
Cadel Evans Great Ocean Road Race - Men,69,HERRADA Jesús,Cofidis
Cadel Evans Great Ocean Road Race - Men,70,MAAS Jan,Cofidis
Cadel Evans Great Ocean Road Race - Men,500,VAN DER HOORN Taco,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,500,WELSFORD Sam,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,500,RACCAGNI NOVIERO Andrea,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,500,ZWIEHOFF Ben,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,500,MACIEJUK Filip,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,500,MULLEN Ryan,Red Bull - BORA - hansgrohe
Cadel Evans Great Ocean Road Race - Men,500,KNOX James,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,500,LECERF Junior,Soudal Quick-Step
Cadel Evans Great Ocean Road Race - Men,500,BELOKI Markel,EF Education - EasyPost
Cadel Evans Great Ocean Road Race - Men,500,WITHEN PHILIPSEN Albert,Lidl - Trek
Cadel Evans Great Ocean Road Race - Men,500,SCOTT Cameron,Australia
Cadel Evans Great Ocean Road Race - Men,500,HIGUITA Sergio,XDS Astana Team
Cadel Evans Great Ocean Road Race - Men,500,MARRIAGE Zac,Australia
Cadel Evans Great Ocean Road Race - Men,500,SCHULTZ Nick,Israel - Premier Tech
Cadel Evans Great Ocean Road Race - Men,500,EDMONDSON Alex,Team Picnic PostNL
Cadel Evans Great Ocean Road Race - Men,500,VAN DER LEE Jardi Christiaan,EF Education - EasyPost
Cadel Evans Great Ocean Road Race - Men,500,BROWNING Fergus,Australia
Cadel Evans Great Ocean Road Race - Men,500,PAQUOT Tom,Intermarché - Wanty
Cadel Evans Great Ocean Road Race - Men,500,WALLS Matthew,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,500,LE HUITOUZE Eddy,Groupama - FDJ
Cadel Evans Great Ocean Road Race - Men,500,DURBRIDGE Luke,Team Jayco AlUla
Cadel Evans Great Ocean Road Race - Men,500,HELLEMOSE Asbjørn,Team Jayco AlUla
Cadel Evans Great Ocean Road Race - Men,500,BETTIOL Alberto,XDS Astana Team
Cadel Evans Great Ocean Road Race - Men,500,THOMAS Geraint,INEOS Grenadiers
Milano-Sanremo,1,VAN DER POEL Mathieu,Alpecin - Deceuninck
Milano-Sanremo,2,GANNA Filippo,INEOS Grenadiers
Milano-Sanremo,3,POGAČAR Tadej,UAE Team Emirates - XRG
Milano-Sanremo,4,MATTHEWS Michael,Team Jayco AlUla
Milano-Sanremo,5,GROVES Kaden,Alpecin - Deceuninck
Milano-Sanremo,6,CORT Magnus,Uno-X Mobility
Milano-Sanremo,7,PEDERSEN Mads,Lidl - Trek
Milano-Sanremo,8,KOOIJ Olav,Team Visma | Lease a Bike
Milano-Sanremo,9,TRENTIN Matteo,Tudor Pro Cycling Team
Milano-Sanremo,10,WRIGHT Fred,Bahrain - Victorious
Milano-Sanremo,11,TEUNISSEN Mike,XDS Astana Team
Milano-Sanremo,12,STRONG Corbin,Israel - Premier Tech
Milano-Sanremo,13,DEL TORO Isaac,UAE Team Emirates - XRG
Milano-Sanremo,14,GIRMAY Biniam,Intermarché - Wanty
Milano-Sanremo,15,ARANBURU Alex,Cofidis
Milano-Sanremo,16,TULETT Ben,Team Visma | Lease a Bike
Milano-Sanremo,17,HONORÉ Mikkel Frølich,EF Education - EasyPost
Milano-Sanremo,18,ZAMBANINI Edoardo,Bahrain - Victorious
Milano-Sanremo,19,VAN GILS Maxim,Red Bull - BORA - hansgrohe
Milano-Sanremo,20,BARRENETXEA Jon,Movistar Team
Milano-Sanremo,21,GARCÍA CORTINA Iván,Movistar Team
Milano-Sanremo,22,VELASCO Simone,XDS Astana Team
Milano-Sanremo,23,STUYVEN Jasper,Lidl - Trek
Milano-Sanremo,24,ADRIÀ Roger,Red Bull - BORA - hansgrohe
Milano-Sanremo,25,LIVYNS Arjen,Lotto
Milano-Sanremo,26,PEDERSEN Casper,Soudal Quick-Step
Milano-Sanremo,27,ALBANESE Vincenzo,EF Education - EasyPost
Milano-Sanremo,28,AULAR Orluis,Movistar Team
Milano-Sanremo,29,PACHER Quentin,Groupama - FDJ
Milano-Sanremo,30,GRÉGOIRE Romain,Groupama - FDJ
Milano-Sanremo,31,CANAL Carlos,Movistar Team
Milano-Sanremo,32,SCHMID Mauro,Team Jayco AlUla
Milano-Sanremo,33,SCHACHMANN Maximilian,Soudal Quick-Step
Milano-Sanremo,34,LAFAY Victor,Decathlon AG2R La Mondiale Team
Milano-Sanremo,35,VALTER Attila,Team Visma | Lease a Bike
Milano-Sanremo,36,PLUIMERS Rick,Tudor Pro Cycling Team
Milano-Sanremo,37,POWLESS Neilson,EF Education - EasyPost
Milano-Sanremo,38,RUTSCH Jonas,Intermarché - Wanty
Milano-Sanremo,39,JOHANNESSEN Tobias Halland,Uno-X Mobility
Milano-Sanremo,40,PIDCOCK Thomas,Q36.5 Pro Cycling Team
Milano-Sanremo,41,VAUQUELIN Kévin,Arkéa - B&B Hotels
Milano-Sanremo,42,ALAPHILIPPE Julian,Tudor Pro Cycling Team
Milano-Sanremo,43,FOSS Tobias,INEOS Grenadiers
Milano-Sanremo,44,LAURANCE Axel,INEOS Grenadiers
Milano-Sanremo,45,HERMANS Quinten,Alpecin - Deceuninck
Milano-Sanremo,46,KIRSCH Alex,Lidl - Trek
Milano-Sanremo,47,CICCONE Giulio,Lidl - Trek
Milano-Sanremo,48,PITHIE Laurence,Red Bull - BORA - hansgrohe
Milano-Sanremo,49,ZANA Filippo,Team Jayco AlUla
Milano-Sanremo,50,STANNARD Robert,Bahrain - Victorious
Milano-Sanremo,51,LOUVEL Matis,Israel - Premier Tech
Milano-Sanremo,52,GAUTHERAT Pierre,Decathlon AG2R La Mondiale Team
Milano-Sanremo,53,VAN BOVEN Luca,Intermarché - Wanty
Milano-Sanremo,54,GUDMESTAD Tord,Decathlon AG2R La Mondiale Team
Milano-Sanremo,55,BALLERINI Davide,XDS Astana Team
Milano-Sanremo,56,DVERSNES Fredrik,Uno-X Mobility
Milano-Sanremo,57,BETTIOL Alberto,XDS Astana Team
Milano-Sanremo,58,BUSATTO Francesco,Intermarché - Wanty
Milano-Sanremo,59,HOELGAARD Markus,Uno-X Mobility
Milano-Sanremo,60,BERCKMOES Jenno,Lotto
Milano-Sanremo,61,RAJOVIĆ Dušan,Team Solution Tech - Vini Fantini
Milano-Sanremo,62,SERRANO Gonzalo,Movistar Team
Milano-Sanremo,63,CHRISTEN Fabio,Q36.5 Pro Cycling Team
Milano-Sanremo,64,DEGENKOLB John,Team Picnic PostNL
Milano-Sanremo,65,MILESI Lorenzo,Movistar Team
Milano-Sanremo,66,MIHKELS Madis,EF Education - EasyPost
Milano-Sanremo,67,ULISSI Diego,XDS Astana Team
Milano-Sanremo,68,FEDOROV Yevgeniy,XDS Astana Team
Milano-Sanremo,69,FIORELLI Filippo,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,70,GUERNALEC Thibault,Arkéa - B&B Hotels
Milano-Sanremo,71,ZUKOWSKY Nickolas,Q36.5 Pro Cycling Team
Milano-Sanremo,72,HALLER Marco,Tudor Pro Cycling Team
Milano-Sanremo,73,LASTRA Jonathan,Cofidis
Milano-Sanremo,74,DE PRETTO Davide,Team Jayco AlUla
Milano-Sanremo,75,DELAPLACE Anthony,Arkéa - B&B Hotels
Milano-Sanremo,76,VERMAERKE Kevin,Team Picnic PostNL
Milano-Sanremo,77,ROJAS Vicente,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,78,NAESEN Oliver,Decathlon AG2R La Mondiale Team
Milano-Sanremo,79,TSARENKO Kyrylo,Team Solution Tech - Vini Fantini
Milano-Sanremo,80,CARUSO Damiano,Bahrain - Victorious
Milano-Sanremo,81,MILAN Jonathan,Lidl - Trek
Milano-Sanremo,82,GARCÍA PIERNA Raúl,Arkéa - B&B Hotels
Milano-Sanremo,83,FUGLSANG Jakob,Israel - Premier Tech
Milano-Sanremo,84,BARGUIL Warren,Team Picnic PostNL
Milano-Sanremo,85,NARVÁEZ Jhonatan,UAE Team Emirates - XRG
Milano-Sanremo,86,GENIETS Kevin,Groupama - FDJ
Milano-Sanremo,87,CAMPENAERTS Victor,Team Visma | Lease a Bike
Milano-Sanremo,88,CATTANEO Mattia,Soudal Quick-Step
Milano-Sanremo,89,SWEENY Harry,EF Education - EasyPost
Milano-Sanremo,90,KOERDT Bjorn,Team Picnic PostNL
Milano-Sanremo,91,HAMILTON Chris,Team Picnic PostNL
Milano-Sanremo,92,STEWART Jake,Israel - Premier Tech
Milano-Sanremo,93,FLYNN Sean,Team Picnic PostNL
Milano-Sanremo,94,BYSTRØM Sven Erik,Groupama - FDJ
Milano-Sanremo,95,DE PESTEL Sander,Decathlon AG2R La Mondiale Team
Milano-Sanremo,96,VADER Milan,Q36.5 Pro Cycling Team
Milano-Sanremo,97,GRUEL Thibaud,Groupama - FDJ
Milano-Sanremo,98,CÔTÉ Pier-André,Israel - Premier Tech
Milano-Sanremo,99,MOSCON Gianni,Red Bull - BORA - hansgrohe
Milano-Sanremo,100,MOHORIČ Matej,Bahrain - Victorious
Milano-Sanremo,101,TAROZZI Manuele,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,102,GONZÁLEZ Roberto Carlos,Team Solution Tech - Vini Fantini
Milano-Sanremo,103,GRIGNARD Sébastien,Lotto
Milano-Sanremo,104,GUERNALEC Victor,Arkéa - B&B Hotels
Milano-Sanremo,105,DONOVAN Mark,Q36.5 Pro Cycling Team
Milano-Sanremo,106,WELLENS Tim,UAE Team Emirates - XRG
Milano-Sanremo,107,REINDERINK Pepijn,Soudal Quick-Step
Milano-Sanremo,108,PASQUALON Andrea,Bahrain - Victorious
Milano-Sanremo,109,ZINGLE Axel,Team Visma | Lease a Bike
Milano-Sanremo,110,THOMAS Geraint,INEOS Grenadiers
Milano-Sanremo,111,PALETTI Luca,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,112,FRIGO Marco,Israel - Premier Tech
Milano-Sanremo,113,MARTINELLI Alessio,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,114,VEISTROFFER Baptiste,Lotto
Milano-Sanremo,115,SÜTTERLIN Jasha,Team Jayco AlUla
Milano-Sanremo,116,OURSELIN Paul,Cofidis
Milano-Sanremo,117,JOHANNESSEN Anders Halland,Uno-X Mobility
Milano-Sanremo,118,MAAS Jan,Cofidis
Milano-Sanremo,119,BAGIOLI Andrea,Lidl - Trek
Milano-Sanremo,120,MOSCA Jacopo,Lidl - Trek
Milano-Sanremo,121,MAHOUDO Nolann,Cofidis
Milano-Sanremo,122,SKAARSETH Anders,Uno-X Mobility
Milano-Sanremo,123,GRADEK Kamil,Bahrain - Victorious
Milano-Sanremo,124,MARCELLUSI Martin,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,125,SAMITIER Sergio,Cofidis
Milano-Sanremo,126,LIEPIŅŠ Emīls,Q36.5 Pro Cycling Team
Milano-Sanremo,127,BRENNER Marco,Tudor Pro Cycling Team
Milano-Sanremo,128,WALKER Max,EF Education - EasyPost
Milano-Sanremo,129,ČERNÝ Josef,Soudal Quick-Step
Milano-Sanremo,130,SWIFT Ben,INEOS Grenadiers
Milano-Sanremo,131,COMBAUD Romain,Team Picnic PostNL
Milano-Sanremo,132,SWIFT Connor,INEOS Grenadiers
Milano-Sanremo,133,LIENHARD Fabian,Tudor Pro Cycling Team
Milano-Sanremo,134,POLITT Nils,UAE Team Emirates - XRG
Milano-Sanremo,135,ABRAHAMSEN Jonas,Uno-X Mobility
Milano-Sanremo,136,RUSSO Clément,Groupama - FDJ
Milano-Sanremo,137,ASKEY Lewis,Groupama - FDJ
Milano-Sanremo,138,SBARAGLI Kristian,Team Solution Tech - Vini Fantini
Milano-Sanremo,139,VAN DER HOORN Taco,Intermarché - Wanty
Milano-Sanremo,140,MEURISSE Xandro,Alpecin - Deceuninck
Milano-Sanremo,141,VAN POPPEL Danny,Red Bull - BORA - hansgrohe
Milano-Sanremo,142,MORO Manlio,Movistar Team
Milano-Sanremo,143,VINOKUROV Nicolas,XDS Astana Team
Milano-Sanremo,144,AZPARREN Xabier Mikel,Q36.5 Pro Cycling Team
Milano-Sanremo,145,VAN DER SANDE Tosh,Team Visma | Lease a Bike
Milano-Sanremo,146,MCLAY Daniel,Team Visma | Lease a Bike
Milano-Sanremo,147,BASTIAENS Ayco,Soudal Quick-Step
Milano-Sanremo,148,GIDDINGS Joshua,Lotto
Milano-Sanremo,149,DRIZNERS Jarrad,Lotto
Milano-Sanremo,150,PARET-PEINTRE Aurélien,Decathlon AG2R La Mondiale Team
Milano-Sanremo,151,TRONCHON Bastien,Decathlon AG2R La Mondiale Team
Milano-Sanremo,152,STEWART Mark,Team Solution Tech - Vini Fantini
Milano-Sanremo,153,ENGELHARDT Felix,Team Jayco AlUla
Milano-Sanremo,154,MACKELLAR Alastair,EF Education - EasyPost
Milano-Sanremo,155,GAMPER Patrick,Team Jayco AlUla
Milano-Sanremo,156,MULLEN Ryan,Red Bull - BORA - hansgrohe
Milano-Sanremo,157,TURNER Ben,INEOS Grenadiers
Milano-Sanremo,158,LE BERRE Mathis,Arkéa - B&B Hotels
Milano-Sanremo,159,MACIEJUK Filip,Red Bull - BORA - hansgrohe
Milano-Sanremo,160,VERRE Alessandro,Arkéa - B&B Hotels
Milano-Sanremo,161,TURCONI Filippo,VF Group - Bardiani CSF - Faizanè
Milano-Sanremo,162,REX Laurenz,Intermarché - Wanty
Milano-Sanremo,163,PHILIPSEN Jasper,Alpecin - Deceuninck
Milano-Sanremo,164,TOUZÉ Damien,Cofidis
Milano-Sanremo,165,KRIEGER Alexander,Tudor Pro Cycling Team
Milano-Sanremo,166,PAQUOT Tom,Intermarché - Wanty
Milano-Sanremo,167,RIESEBEEK Oscar,Alpecin - Deceuninck
Milano-Sanremo,168,MEO Felix James,Team Solution Tech - Vini Fantini
Milano-Sanremo,169,LAENGEN Vegard Stake,UAE Team Emirates - XRG
Milano-Sanremo,500,NENCINI Tommaso,Team Solution Tech - Vini Fantini
Milano-Sanremo,500,SVRČEK Martin,Soudal Quick-Step
Milano-Sanremo,500,NOVAK Domen,UAE Team Emirates - XRG
Milano-Sanremo,500,DILLIER Silvan,Alpecin - Deceuninck
Milano-Sanremo,501,CLARKE Simon,Israel - Premier Tech
Milano-Sanremo,501,BEULLENS Cedric,Lotto
