racename,riderposition,ridername,riderteam
Tour de Romandie,41,RAFFERTY Darren,EF Education - EasyPost
Tour de Romandie,42,LANGELLOTTI Victor,INEOS Grenadiers
Tour de Romandie,43,PALZER Anton,Red Bull - BORA - hansgrohe
Tour de Romandie,44,PICKERING Finlay,Bahrain - Victorious
Tour de Romandie,45,GRAAT Tijmen,Team Visma | Lease a Bike
Tour de Romandie,46,KOERDT Bjorn,Team Picnic PostNL
Tour de Romandie,47,VENTURINI Clément,Arkéa - B&B Hotels
Tour de Romandie,48,JUUL-JENSEN Christopher,Team Jayco AlUla
Tour de Romandie,49,GHEBREIGZABHIER Amanuel,Lidl - Trek
Tour de Romandie,50,SHAW James,EF Education - EasyPost
Tour de Romandie,51,CASTRILLO Pablo,Movistar Team
Tour de Romandie,52,VANSEVENANT Mauri,Soudal Quick-Step
Tour de Romandie,53,THALMANN Roland,Tudor Pro Cycling Team
Tour de Romandie,54,HERRADA Jesús,Cofidis
Tour de Romandie,55,SWIFT Ben,INEOS Grenadiers
Tour de Romandie,56,BETTIOL Alberto,XDS Astana Team
Tour de Romandie,57,PAASSCHENS Mathijs,Bahrain - Victorious
Tour de Romandie,58,KUYPERS Gerben,Intermarché - Wanty
Tour de Romandie,59,LEONARD Michael,INEOS Grenadiers
Tour de Romandie,60,GUERNALEC Thibault,Arkéa - B&B Hotels
Tour de Romandie,61,KÄMNA Lennard,Lidl - Trek
Tour de Romandie,62,DEBRUYNE Ramses,Alpecin - Deceuninck
Tour de Romandie,63,VAN DER MEULEN Max,Bahrain - Victorious
Tour de Romandie,64,SERRY Pieter,Soudal Quick-Step
Tour de Romandie,65,BARRÉ Louis,Intermarché - Wanty
Tour de Romandie,66,OLIVEIRA Ivo,UAE Team Emirates - XRG
Tour de Romandie,67,ARCAS Jorge,Movistar Team
Tour de Romandie,68,GROßSCHARTNER Felix,UAE Team Emirates - XRG
Tour de Romandie,69,KÜNG Stefan,Groupama - FDJ
Tour de Romandie,70,HUISING Menno,Team Visma | Lease a Bike
Tour de Romandie,71,CARTHY Hugh,EF Education - EasyPost
Tour de Romandie,72,PLAPP Luke,Team Jayco AlUla
Tour de Romandie,73,HAJEK Alexander,Red Bull - BORA - hansgrohe
Tour de Romandie,74,MACIEJUK Filip,Red Bull - BORA - hansgrohe
Tour de Romandie,75,ZWIEHOFF Ben,Red Bull - BORA - hansgrohe
Tour de Romandie,76,OLIVEIRA Nelson,Movistar Team
Tour de Romandie,77,CAVAGNA Rémi,Groupama - FDJ
Tour de Romandie,78,CURRIE Logan,Lotto
Tour de Romandie,79,BRENNAN Matthew,Team Visma | Lease a Bike
Tour de Romandie,80,GRADEK Kamil,Bahrain - Victorious
Tour de Romandie,81,EDDY Patrick,Team Picnic PostNL
Tour de Romandie,82,KNIGHT Oliver,Cofidis
Tour de Romandie,83,PALENI Enzo,Groupama - FDJ
Tour de Romandie,84,ASGREEN Kasper,EF Education - EasyPost
Tour de Romandie,85,ČERNÝ Josef,Soudal Quick-Step
Tour de Romandie,86,COSNEFROY Benoît,Decathlon AG2R La Mondiale Team
Tour de Romandie,87,BITTNER Pavel,Team Picnic PostNL
Tour de Romandie,88,GREGAARD Jonas,Lotto
Tour de Romandie,89,EENKHOORN Pascal,Soudal Quick-Step
Tour de Romandie,90,DRIZNERS Jarrad,Lotto
Tour de Romandie,91,MOLLEMA Bauke,Lidl - Trek
Tour de Romandie,92,DILLIER Silvan,Alpecin - Deceuninck
Tour de Romandie,93,GUERNALEC Victor,Arkéa - B&B Hotels
Tour de Romandie,94,BAYER Tobias,Alpecin - Deceuninck
Tour de Romandie,95,PEDERSEN Casper,Soudal Quick-Step
Tour de Romandie,96,DE POOTER Dries,Intermarché - Wanty
Tour de Romandie,97,GAZZOLI Michele,XDS Astana Team
Tour de Romandie,98,COMBAUD Romain,Team Picnic PostNL
Tour de Romandie,99,DAVY Clément,Groupama - FDJ
Tour de Romandie,100,BURATTI Nicolò,Bahrain - Victorious
Tour de Romandie,101,KOLZE CHANGIZI Sebastian,Tudor Pro Cycling Team
Tour de Romandie,102,BISSEGGER Stefan,Decathlon AG2R La Mondiale Team
Tour de Romandie,103,NORSGAARD Mathias,Movistar Team
Tour de Romandie,104,ROOSEN Timo,Team Picnic PostNL
Tour de Romandie,105,CIMOLAI Davide,Movistar Team
Tour de Romandie,106,LOZOUET Léandre,Arkéa - B&B Hotels
Tour de Romandie,107,VERMOTE Julien,Team Visma | Lease a Bike
Tour de Romandie,108,PRICE-PEJTERSEN Johan,Alpecin - Deceuninck
Giro d'Italia,1,YATES Simon,Team Visma | Lease a Bike
Giro d'Italia,2,DEL TORO Isaac,UAE Team Emirates - XRG
Giro d'Italia,3,CARAPAZ Richard,EF Education - EasyPost
Giro d'Italia,4,GEE Derek,Israel - Premier Tech
Giro d'Italia,5,CARUSO Damiano,Bahrain - Victorious
Giro d'Italia,6,PELLIZZARI Giulio,Red Bull - BORA - hansgrohe
Giro d'Italia,7,BERNAL Egan,INEOS Grenadiers
Giro d'Italia,8,RUBIO Einer,Movistar Team
Giro d'Italia,9,MCNULTY Brandon,UAE Team Emirates - XRG
Giro d'Italia,10,STORER Michael,Tudor Pro Cycling Team
Giro d'Italia,11,POOLE Max,Team Picnic PostNL
Giro d'Italia,12,YATES Adam,UAE Team Emirates - XRG
Giro d'Italia,13,MAJKA Rafał,UAE Team Emirates - XRG
Giro d'Italia,14,PIGANZOLI Davide,Team Polti VisitMalta
Giro d'Italia,15,PRODHOMME Nicolas,Decathlon AG2R La Mondiale Team
Giro d'Italia,16,PIDCOCK Thomas,Q36.5 Pro Cycling Team
Giro d'Italia,17,TIBERI Antonio,Bahrain - Victorious
Giro d'Italia,18,MEINTJES Louis,Intermarché - Wanty
Giro d'Italia,19,KNOX James,Soudal Quick-Step
Giro d'Italia,20,STORK Florian,Tudor Pro Cycling Team
Giro d'Italia,21,ULISSI Diego,XDS Astana Team
Giro d'Italia,22,SVESTAD-BÅRDSENG Embret,Arkéa - B&B Hotels
Giro d'Italia,23,HARPER Chris,Team Jayco AlUla
Giro d'Italia,24,FORTUNATO Lorenzo,XDS Astana Team
Giro d'Italia,25,QUINTANA Nairo,Movistar Team
Giro d'Italia,26,BARDET Romain,Team Picnic PostNL
Giro d'Italia,27,ZAMBANINI Edoardo,Bahrain - Victorious
Giro d'Italia,28,FRIGO Marco,Israel - Premier Tech
Giro d'Italia,29,ARENSMAN Thymen,INEOS Grenadiers
Giro d'Italia,30,BILBAO Pello,Bahrain - Victorious
Giro d'Italia,31,GAROFOLI Gianmarco,Soudal Quick-Step
Giro d'Italia,32,VOISARD Yannis,Tudor Pro Cycling Team
Giro d'Italia,33,GENIETS Kevin,Groupama - FDJ
Giro d'Italia,34,CEPEDA Jefferson Alveiro,Movistar Team
Giro d'Italia,35,VENDRAME Andrea,Decathlon AG2R La Mondiale Team
Giro d'Italia,36,ARRIETA Igor,UAE Team Emirates - XRG
Giro d'Italia,37,KELDERMAN Wilco,Team Visma | Lease a Bike
Giro d'Italia,38,KRUIJSWIJK Steven,Team Visma | Lease a Bike
Giro d'Italia,39,ROCHAS Rémy,Groupama - FDJ
Giro d'Italia,40,SCARONI Christian,XDS Astana Team
Giro d'Italia,41,MASNADA Fausto,XDS Astana Team
Giro d'Italia,42,LEMMEN Bart,Team Visma | Lease a Bike
Giro d'Italia,43,LEEMREIZE Gijs,Team Picnic PostNL
Giro d'Italia,44,CATTANEO Mattia,Soudal Quick-Step
Giro d'Italia,45,FORMOLO Davide,Movistar Team
Giro d'Italia,46,HOWSON Damien,Q36.5 Pro Cycling Team
Giro d'Italia,47,HAMILTON Chris,Team Picnic PostNL
Giro d'Italia,48,TONELLI Alessandro,Team Polti VisitMalta
Giro d'Italia,49,TJØTTA Martin,Arkéa - B&B Hotels
Giro d'Italia,50,POELS Wout,XDS Astana Team
Giro d'Italia,51,CEPEDA Jefferson Alexander,EF Education - EasyPost
Giro d'Italia,52,SAMITIER Sergio,Cofidis
Giro d'Italia,53,MARTÍNEZ Daniel Felipe,Red Bull - BORA - hansgrohe
Giro d'Italia,54,VERONA Carlos,Lidl - Trek
Giro d'Italia,55,DONOVAN Mark,Q36.5 Pro Cycling Team
Giro d'Italia,56,CONCI Nicola,XDS Astana Team
Giro d'Italia,57,VACEK Mathias,Lidl - Trek
Giro d'Italia,58,ZANA Filippo,Team Jayco AlUla
Giro d'Italia,59,ALEOTTI Giovanni,Red Bull - BORA - hansgrohe
Giro d'Italia,60,PETILLI Simone,Intermarché - Wanty
Giro d'Italia,61,CASTROVIEJO Jonathan,INEOS Grenadiers
Giro d'Italia,62,HOULE Hugo,Israel - Premier Tech
Giro d'Italia,63,GERMANI Lorenzo,Groupama - FDJ
Giro d'Italia,64,PACHER Quentin,Groupama - FDJ
Giro d'Italia,65,LASTRA Jonathan,Cofidis
Giro d'Italia,66,GAUDU David,Groupama - FDJ
Giro d'Italia,67,OLDANI Stefano,Cofidis
Giro d'Italia,68,WARBASSE Larry,Tudor Pro Cycling Team
Giro d'Italia,69,BAIS Mattia,Team Polti VisitMalta
Giro d'Italia,70,COVILI Luca,VF Group - Bardiani CSF - Faizanè
Giro d'Italia,71,MONIQUET Sylvain,Cofidis
Giro d'Italia,72,VAN AERT Wout,Team Visma | Lease a Bike
Giro d'Italia,73,KONRAD Patrick,Lidl - Trek
Giro d'Italia,74,STEINHAUSER Georg,EF Education - EasyPost
Giro d'Italia,75,MARCELLUSI Martin,VF Group - Bardiani CSF - Faizanè
Giro d'Italia,76,SHAW James,EF Education - EasyPost
Giro d'Italia,77,DE PRETTO Davide,Team Jayco AlUla
Giro d'Italia,78,BARONCINI Filippo,UAE Team Emirates - XRG
Giro d'Italia,79,HONORÉ Mikkel Frølich,EF Education - EasyPost
Giro d'Italia,80,VADER Milan,Q36.5 Pro Cycling Team
Giro d'Italia,81,FUGLSANG Jakob,Israel - Premier Tech
Giro d'Italia,82,ENGELHARDT Felix,Team Jayco AlUla
Giro d'Italia,83,TRATNIK Jan,Red Bull - BORA - hansgrohe
Giro d'Italia,84,GODON Dorian,Decathlon AG2R La Mondiale Team
Giro d'Italia,85,HERMANS Quinten,Alpecin - Deceuninck
Giro d'Italia,86,KIELICH Timo,Alpecin - Deceuninck
Giro d'Italia,87,RAFFERTY Darren,EF Education - EasyPost
Giro d'Italia,88,MILESI Lorenzo,Movistar Team
Giro d'Italia,89,FIORELLI Filippo,VF Group - Bardiani CSF - Faizanè
Giro d'Italia,90,PEDERSEN Mads,Lidl - Trek
Giro d'Italia,91,TAROZZI Manuele,VF Group - Bardiani CSF - Faizanè
Giro d'Italia,92,BARRENETXEA Jon,Movistar Team
Giro d'Italia,93,MAESTRI Mirco,Team Polti VisitMalta
Giro d'Italia,94,GUGLIELMI Simon,Arkéa - B&B Hotels
Giro d'Italia,95,VAN BAARLE Dylan,Team Visma | Lease a Bike
Giro d'Italia,96,STRONG Corbin,Israel - Premier Tech
Giro d'Italia,97,BAIS Davide,Team Polti VisitMalta
Giro d'Italia,98,DOUBLE Paul,Team Jayco AlUla
Giro d'Italia,99,BUSATTO Francesco,Intermarché - Wanty
Giro d'Italia,100,VAN DEN BOSSCHE Fabio,Alpecin - Deceuninck
Giro d'Italia,101,AULAR Orluis,Movistar Team
Giro d'Italia,102,PLANCKAERT Edward,Alpecin - Deceuninck
Giro d'Italia,103,HAMILTON Lucas,INEOS Grenadiers
Giro d'Italia,104,VERRE Alessandro,Arkéa - B&B Hotels
Giro d'Italia,105,PLUIMERS Rick,Tudor Pro Cycling Team
Giro d'Italia,106,SCHULTZ Nick,Israel - Premier Tech
Giro d'Italia,107,GROVES Kaden,Alpecin - Deceuninck
Giro d'Italia,108,COLLEONI Kevin,Intermarché - Wanty
Giro d'Italia,109,HUYS Laurens,Arkéa - B&B Hotels
Giro d'Italia,110,DOULL Owain,EF Education - EasyPost
Giro d'Italia,111,DEWULF Stan,Decathlon AG2R La Mondiale Team
Giro d'Italia,112,PALENI Enzo,Groupama - FDJ
Giro d'Italia,113,MIHOLJEVIĆ Fran,Bahrain - Victorious
Giro d'Italia,114,HEIDUK Kim,INEOS Grenadiers
Giro d'Italia,115,ASGREEN Kasper,EF Education - EasyPost
Giro d'Italia,116,MAGLI Filippo,VF Group - Bardiani CSF - Faizanè
Giro d'Italia,117,CLARKE Simon,Israel - Premier Tech
Giro d'Italia,118,JANSSENS Jimmy,Alpecin - Deceuninck
Giro d'Italia,119,HOOLE Daan,Lidl - Trek
Giro d'Italia,120,TURNER Ben,INEOS Grenadiers
Giro d'Italia,121,MOSCON Gianni,Red Bull - BORA - hansgrohe
Giro d'Italia,122,DENZ Nico,Red Bull - BORA - hansgrohe
Giro d'Italia,123,KANTER Max,XDS Astana Team
Giro d'Italia,124,PEREZ Anthony,Cofidis
Giro d'Italia,125,AZPARREN Xabier Mikel,Q36.5 Pro Cycling Team
Giro d'Italia,126,MOSCA Jacopo,Lidl - Trek
Giro d'Italia,127,TORRES Albert,Movistar Team
Giro d'Italia,128,DE BONDT Dries,Decathlon AG2R La Mondiale Team
Giro d'Italia,129,LONARDI Giovanni,Team Polti VisitMalta
Giro d'Italia,130,BYSTRØM Sven Erik,Groupama - FDJ
Giro d'Italia,131,LIEPIŅŠ Emīls,Q36.5 Pro Cycling Team
Giro d'Italia,132,ČERNÝ Josef,Soudal Quick-Step
Giro d'Italia,133,AFFINI Edoardo,Team Visma | Lease a Bike
Giro d'Italia,134,GUDMESTAD Tord,Decathlon AG2R La Mondiale Team
Giro d'Italia,135,EPIS Giosuè,Arkéa - B&B Hotels
Giro d'Italia,136,HAYTER Ethan,Soudal Quick-Step
Giro d'Italia,137,DAVY Clément,Groupama - FDJ
Giro d'Italia,138,MOZZATO Luca,Arkéa - B&B Hotels
Giro d'Italia,139,MAAS Jan,Cofidis
Giro d'Italia,140,DEBEAUMARCHÉ Nicolas,Cofidis
Giro d'Italia,141,PIETROBON Andrea,Team Polti VisitMalta
Giro d'Italia,142,GOVEKAR Matevž,Bahrain - Victorious
Giro d'Italia,143,HEPBURN Michael,Team Jayco AlUla
Giro d'Italia,144,MUÑOZ Francisco,Team Polti VisitMalta
Giro d'Italia,145,BENNETT Sam,Decathlon AG2R La Mondiale Team
Giro d'Italia,146,LAMPERTI Luke,Soudal Quick-Step
Giro d'Italia,147,KUZMIN Anton,XDS Astana Team
Giro d'Italia,148,EDMONDSON Alex,Team Picnic PostNL
Giro d'Italia,149,KOOIJ Olav,Team Visma | Lease a Bike
Giro d'Italia,150,VAN UDEN Casper,Team Picnic PostNL
Giro d'Italia,151,ZANONCELLO Enrico,VF Group - Bardiani CSF - Faizanè
Giro d'Italia,152,MOSCHETTI Matteo,Q36.5 Pro Cycling Team
Giro d'Italia,153,VAN HOECKE Gijs,Intermarché - Wanty
Giro d'Italia,154,ZIJLAARD Maikel,Tudor Pro Cycling Team
Giro d'Italia,155,VAN DER HOORN Taco,Intermarché - Wanty
Giro d'Italia,156,MÄRKL Niklas,Team Picnic PostNL
Giro d'Italia,157,THIJSSEN Gerben,Intermarché - Wanty
Giro d'Italia,158,PLOWRIGHT Jensen,Alpecin - Deceuninck
Giro d'Italia,159,KRIEGER Alexander,Tudor Pro Cycling Team
